experiment_id,timestamp,config_name,prompt,system_prompt,response,model,model_id,config_weighting,config_prompting,prompt_id,weighted_words_enabled,weight_factor,enable_thinking,temperature,response_time_seconds,flesch_kincaid_grade,gunning_fog,smog_index,spache_readability,word_count,difficult_words,cleaned_response,response_appropriateness,vocabulary_level,notes
a43d6941-1006-425f-be67-1ab5cb6a7d51,2025-10-21T20:53:21.332120,SmolLM_control,What does the word 'library' mean?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,False,False,P1,False,2.0,False,0.7,1.766038179397583,0.0,0.0,0.0,0.0,0,0,,,,
907d5879-c714-406b-ba4c-ac5b911ced03,2025-10-21T20:53:22.395604,SmolLM_weighted,What does the word 'library' mean?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,True,False,P1,True,2.0,False,0.7,1.0385351181030273,0.0,0.0,0.0,0.0,0,0,,,,
87fc4508-2f83-44fe-b4f0-289c7b8c8954,2025-10-21T20:53:23.279585,SmolLM_prompted,What does the word 'library' mean?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,False,True,P1,False,2.0,False,0.7,0.8655130863189697,0.0,0.0,0.0,0.0,0,0,,,,
9acb4a95-29f7-4dc6-b611-7c11f9376c70,2025-10-21T20:53:23.954779,SmolLM_weighted_prompted,What does the word 'library' mean?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,True,True,P1,True,2.0,False,0.7,0.6630001068115234,0.0,0.0,0.0,0.0,0,0,,,,
83137e3a-2541-4620-8105-55fbd29ede9c,2025-10-21T20:53:24.439985,SmolLM_control,How do I introduce myself in English?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,False,False,P2,False,2.0,False,0.7,0.47640204429626465,0.0,0.0,0.0,0.0,0,0,,,,
d6cfdbb6-24a3-46dd-840c-bc2deb680dda,2025-10-21T20:53:24.733319,SmolLM_weighted,How do I introduce myself in English?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,True,False,P2,True,2.0,False,0.7,0.2871873378753662,0.0,0.0,0.0,0.0,0,0,,,,
2982a36b-694d-45a2-9be1-c51f9a70d62d,2025-10-21T20:53:24.942153,SmolLM_prompted,How do I introduce myself in English?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,False,True,P2,False,2.0,False,0.7,0.2041940689086914,0.0,0.0,0.0,0.0,0,0,,,,
660bea6b-270f-448a-af41-3423893f64eb,2025-10-21T20:53:25.146795,SmolLM_weighted_prompted,How do I introduce myself in English?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,True,True,P2,True,2.0,False,0.7,0.20079803466796875,0.0,0.0,0.0,0.0,0,0,,,,
c85f9549-eec4-4cfc-b9bd-aef152f846ad,2025-10-21T20:53:25.328714,SmolLM_control,What is a dog?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,False,False,P3,False,2.0,False,0.7,0.177077054977417,0.0,0.0,0.0,0.0,0,0,,,,
fa4a9572-ac20-42da-b309-c3edbbbc3b7d,2025-10-21T20:53:25.504919,SmolLM_weighted,What is a dog?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,True,False,P3,True,2.0,False,0.7,0.17299222946166992,0.0,0.0,0.0,0.0,0,0,,,,
6f35d4c8-85f2-451d-96ee-caf3c5917809,2025-10-21T20:53:25.723152,SmolLM_prompted,What is a dog?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,False,True,P3,False,2.0,False,0.7,0.2146158218383789,0.0,0.0,0.0,0.0,0,0,,,,
7108da76-b2e3-4d85-a4b1-e1475a32f572,2025-10-21T20:53:25.976270,SmolLM_weighted_prompted,What is a dog?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,True,True,P3,True,2.0,False,0.7,0.24827003479003906,0.0,0.0,0.0,0.0,0,0,,,,
666839e2-a13d-40ae-9361-ea9790b5300f,2025-10-21T20:53:26.267679,SmolLM_control,Can you explain what 'breakfast' is?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,False,False,P4,False,2.0,False,0.7,0.28360915184020996,0.0,0.0,0.0,0.0,0,0,,,,
0d57dce8-fb60-47e2-9510-9d054056153a,2025-10-21T20:53:26.465098,SmolLM_weighted,Can you explain what 'breakfast' is?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,True,False,P4,True,2.0,False,0.7,0.19178509712219238,0.0,0.0,0.0,0.0,0,0,,,,
38a92d22-3a9e-43b6-afc5-579c1e6d8455,2025-10-21T20:53:26.653640,SmolLM_prompted,Can you explain what 'breakfast' is?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,False,True,P4,False,2.0,False,0.7,0.18435263633728027,0.0,0.0,0.0,0.0,0,0,,,,
70f6fec6-abeb-4261-bb14-509b941ebd2b,2025-10-21T20:53:26.997336,SmolLM_weighted_prompted,Can you explain what 'breakfast' is?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,True,True,P4,True,2.0,False,0.7,0.33646488189697266,0.0,0.0,0.0,0.0,0,0,,,,
03690d41-e704-4779-a71a-959e47689b96,2025-10-21T20:53:27.470304,SmolLM_control,What is the difference between 'big' and 'large'?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,False,False,P5,False,2.0,False,0.7,0.46271514892578125,0.0,0.0,0.0,0.0,0,0,,,,
4b9a0719-9818-4389-b91f-1733c98fe093,2025-10-21T20:53:27.962141,SmolLM_weighted,What is the difference between 'big' and 'large'?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,True,False,P5,True,2.0,False,0.7,0.4818141460418701,0.0,0.0,0.0,0.0,0,0,,,,
49a58829-c7ee-4a44-bbab-7db48507bd80,2025-10-21T20:53:28.374827,SmolLM_prompted,What is the difference between 'big' and 'large'?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,False,True,P5,False,2.0,False,0.7,0.40428805351257324,0.0,0.0,0.0,0.0,0,0,,,,
e2622a20-d042-4fc9-8d2c-94c5b011306b,2025-10-21T20:53:28.773695,SmolLM_weighted_prompted,What is the difference between 'big' and 'large'?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,True,True,P5,True,2.0,False,0.7,0.38124799728393555,0.0,0.0,0.0,0.0,0,0,,,,
c1a7ebd5-b6dd-4b13-9892-94e123946480,2025-10-21T20:53:29.194740,SmolLM_control,Can you tell me about your favorite animal?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,False,False,P6,False,2.0,False,0.7,0.413485050201416,0.0,0.0,0.0,0.0,0,0,,,,
47557f9b-3a25-4d02-ae1f-e9297e750574,2025-10-21T20:53:29.569835,SmolLM_weighted,Can you tell me about your favorite animal?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,SmolLM,MaziyarPanahi/SmolLM-1.7B-Instruct-GGUF,True,False,P6,True,2.0,False,0.7,0.3666832447052002,0.0,0.0,0.0,0.0,0,0,,,,
