experiment_id,timestamp,config_name,prompt,system_prompt,response,model,model_id,config_weighting,config_prompting,prompt_id,weighted_words_enabled,weight_factor,enable_thinking,temperature,response_time_seconds,flesch_kincaid_grade,gunning_fog,smog_index,spache_readability,word_count,token_count,difficult_words,cleaned_response,beam_selection_method,beam_a1_ratio,beam_a1_count,beam_content_word_count,beam_cumulative_logprob,beam_width,response_appropriateness,vocabulary_level,notes
77daaf16-2499-40cd-8819-cd7fa09753c6,2026-03-01T21:18:03.890743,Qwen3_beam_search_a1_ratio,What does the word 'library' mean?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,Qwen3,ggml-org/Qwen3-0.6B-GGUF,False,True,P1,False,1.5,False,0.7,0.0,0.0,0.0,0.0,0.0,0,,0,,a1_ratio,0.0,0,0,0.0,8,,,
57315f1c-9a4b-4d4d-91bc-85d4edf0c97f,2026-03-01T21:18:03.891325,Qwen3_beam_search_max_probability,What does the word 'library' mean?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,Qwen3,ggml-org/Qwen3-0.6B-GGUF,False,True,P1,False,1.5,False,0.7,0.0,0.0,0.0,0.0,0.0,0,,0,,max_probability,0.0,0,0,0.0,8,,,
6f8e158e-a533-406d-85c6-52b5251d53b7,2026-03-01T21:18:03.892606,Qwen3_beam_search_a1_ratio,How do I introduce myself in English?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,Qwen3,ggml-org/Qwen3-0.6B-GGUF,False,True,P2,False,1.5,False,0.7,0.0,0.0,0.0,0.0,0.0,0,,0,,a1_ratio,0.0,0,0,0.0,8,,,
b17e2d02-4f0f-44a3-90f8-90808dfcf52f,2026-03-01T21:18:03.893303,Qwen3_beam_search_max_probability,How do I introduce myself in English?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,Qwen3,ggml-org/Qwen3-0.6B-GGUF,False,True,P2,False,1.5,False,0.7,0.0,0.0,0.0,0.0,0.0,0,,0,,max_probability,0.0,0,0,0.0,8,,,
e9edc05a-9ef1-4bc3-ac7b-853fe59a0461,2026-03-01T21:18:03.894379,Qwen3_beam_search_a1_ratio,What is a dog?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,Qwen3,ggml-org/Qwen3-0.6B-GGUF,False,True,P3,False,1.5,False,0.7,0.0,0.0,0.0,0.0,0.0,0,,0,,a1_ratio,0.0,0,0,0.0,8,,,
5910684b-09e1-4a61-97a9-dc82d0194fac,2026-03-01T21:18:03.894740,Qwen3_beam_search_max_probability,What is a dog?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,Qwen3,ggml-org/Qwen3-0.6B-GGUF,False,True,P3,False,1.5,False,0.7,0.0,0.0,0.0,0.0,0.0,0,,0,,max_probability,0.0,0,0,0.0,8,,,
fce9e819-c4c3-4c3e-85f9-b63aeb522866,2026-03-01T21:18:03.895772,Qwen3_beam_search_a1_ratio,Can you explain what 'breakfast' is?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,Qwen3,ggml-org/Qwen3-0.6B-GGUF,False,True,P4,False,1.5,False,0.7,0.0,0.0,0.0,0.0,0.0,0,,0,,a1_ratio,0.0,0,0,0.0,8,,,
b18033c5-6eb7-448f-a126-aa79a1b16abd,2026-03-01T21:18:03.896393,Qwen3_beam_search_max_probability,Can you explain what 'breakfast' is?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,Qwen3,ggml-org/Qwen3-0.6B-GGUF,False,True,P4,False,1.5,False,0.7,0.0,0.0,0.0,0.0,0.0,0,,0,,max_probability,0.0,0,0,0.0,8,,,
e7398b38-f4e3-45ea-803e-1a8daf39656d,2026-03-01T21:18:03.897689,Qwen3_beam_search_a1_ratio,What is the difference between 'big' and 'large'?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,Qwen3,ggml-org/Qwen3-0.6B-GGUF,False,True,P5,False,1.5,False,0.7,0.0,0.0,0.0,0.0,0.0,0,,0,,a1_ratio,0.0,0,0,0.0,8,,,
83c83b06-4a17-4d95-94d8-29d5f5d32010,2026-03-01T21:18:03.898330,Qwen3_beam_search_max_probability,What is the difference between 'big' and 'large'?,You are a helpful English teacher for beginner students. Answer with a paragraph only with plain text,,Qwen3,ggml-org/Qwen3-0.6B-GGUF,False,True,P5,False,1.5,False,0.7,0.0,0.0,0.0,0.0,0.0,0,,0,,max_probability,0.0,0,0,0.0,8,,,
